State	LogProb	m[0][0]	m[0][1]	m[0][2]	m[0][3]	m[0][4]	m[0][5]	m[0][6]	m[1][0]	m[1][1]	m[1][2]	m[1][3]	m[1][4]	m[1][5]	m[1][6]	m[2][0]	m[2][1]	m[2][2]	m[2][3]	m[2][4]	m[2][5]	m[2][6]	m[3][0]	m[3][1]	m[3][2]	m[3][3]	m[3][4]	m[3][5]	m[3][6]	m[4][0]	m[4][1]	m[4][2]	m[4][3]	m[4][4]	m[4][5]	m[4][6]	m[5][0]	m[5][1]	m[5][2]	m[5][3]	m[5][4]	m[5][5]	m[5][6]	m[6][0]	m[6][1]	m[6][2]	m[6][3]	m[6][4]	m[6][5]	m[6][6]	
92000	-5232.11	0.902451	0.0181336	0.0142646	0.0237237	0.027604	0.00519268	0.00863032	0.0247288	0.713872	0.00249146	0.239723	0.00845026	0.00190039	0.00883407	0.0154572	0.0334814	0.814315	0.0839261	0.0283745	0.0200272	0.00441856	0.0251047	0.0647442	0.00746797	0.894626	0.0010933	0.00468867	0.00227539	0.206055	0.0499711	0.0279198	0.00706346	0.680707	0.00513498	0.0231489	0.072883	0.0122511	0.0765171	0.132484	0.00261679	0.685351	0.0178965	0.0202087	0.139861	0.0576368	0.0764808	0.0313728	0.00700813	0.667432	
94000	-5254.04	0.942128	0.0177014	0.00622594	0.0254133	0.000840096	0.00713146	0.000559561	0.0143598	0.818887	0.00276825	0.111012	0.00490655	0.0152056	0.0328602	0.0337754	0.0495128	0.77408	0.104104	0.0170205	0.0203275	0.00118009	0.027446	0.0653374	0.00841413	0.888281	0.0010933	0.00538352	0.00404464	0.268482	0.00281268	0.0270382	0.00377799	0.684754	0.00646127	0.00667448	0.0195666	0.0312233	0.149085	0.070573	0.00130961	0.700428	0.0278149	0.0551713	0.147582	0.0852319	0.0293021	0.00486907	0.000662289	0.677182	
96000	-5263.93	0.865967	0.00268071	0.0419995	0.0421763	0.027641	0.00541078	0.0141251	0.0199659	0.783454	0.00555695	0.14094	0.00628888	0.00677102	0.0370235	0.0437614	0.00970856	0.826418	0.0850105	0.00145183	0.0205524	0.0130976	0.0621274	0.0414271	0.0537503	0.828536	0.0010933	0.0123731	0.000693183	0.243025	0.0337231	0.00637918	0.00255674	0.680913	0.0152148	0.0181879	0.015107	0.00399245	0.0948729	0.0407572	0.0106597	0.692046	0.142565	0.00361036	0.163825	0.0963317	0.0456298	0.0149126	0.00750916	0.668181	
98000	-5191.57	0.916875	0.0241367	0.00805345	0.0223792	0.0181318	0.00104934	0.00937502	0.00270876	0.759032	0.0367696	0.121796	0.00322063	0.0587995	0.0176737	0.0041826	0.0837587	0.802988	0.0703643	0.0251021	0.00658139	0.0070227	0.0239233	0.0516978	0.00962898	0.905587	0.00504111	0.0032218	0.000900279	0.223018	0.0585848	0.00669027	0.0181623	0.670404	0.0183762	0.00476461	0.0765967	0.047888	0.0651673	0.0797553	0.0147185	0.705132	0.0107425	0.0201119	0.124304	0.127265	0.0466803	0.00824727	0.00581059	0.667581	
100000	-5277.67	0.930169	0.0138141	0.0239366	0.00841734	0.0148917	0.00104934	0.00772186	0.0114653	0.86036	4.72684e-005	0.121558	0.00281604	0.00292307	0.000830341	0.00130546	0.0722718	0.778936	0.0798938	0.04883	0.0069526	0.0118101	0.0400539	0.04847	0.0253085	0.872285	0.00449847	0.00591058	0.00347296	0.201942	0.0205072	0.0789071	0.000906982	0.672002	0.0132889	0.0124459	0.0399703	0.0422814	0.102186	0.0706551	0.0389664	0.680748	0.0251935	0.013512	0.113727	0.0958464	0.0419397	0.022402	0.0452191	0.667354	
102000	-5285.62	0.969877	0.000879913	0.00172544	0.0122093	0.00215135	0.00104934	0.0121073	0.0168992	0.838407	0.00715159	0.0738478	0.0545873	0.00215202	0.00695548	0.00631851	0.024611	0.789242	0.124243	0.0158396	0.0319468	0.00779926	0.0179086	0.12045	0.0155285	0.820292	0.0144929	0.00785478	0.00347296	0.203371	0.0798354	0.00701903	0.0111045	0.669035	0.0210117	0.00862374	0.0841193	0.0594633	0.059176	0.0561386	0.0471972	0.673196	0.0207097	0.0434569	0.0425024	0.133911	0.021479	0.0249722	0.0488114	0.684867	
104000	-5283.45	0.926368	0.00548526	0.0175993	0.00989403	0.0219492	0.0113112	0.00739265	0.00298296	0.81393	0.000207744	0.105148	0.032233	0.0427279	0.00277001	0.0295366	0.0419404	0.862729	0.053307	0.0054532	0.00169745	0.0053361	0.0300235	0.116619	0.00948755	0.82915	0.00786462	0.00507479	0.00178015	0.217139	0.0518036	0.0163268	0.010591	0.669265	0.0340824	0.000792514	0.0843196	0.0334367	0.0240591	0.168776	0.0183218	0.667454	0.00363246	0.0385944	0.0595009	0.166486	0.0484287	0.001077	0.0150722	0.670841	
106000	-5311.81	0.957708	0.0111822	0.00254907	0.0227891	0.00219785	0.000934598	0.00263913	0.0338757	0.801244	0.000715617	0.125935	0.0156074	0.0205239	0.00209852	0.0134744	0.0385273	0.794236	0.108359	0.0275654	0.006499	0.0113391	0.03487	0.0367067	0.00547728	0.905324	0.00495658	0.0108853	0.00178015	0.257771	0.0158057	0.00122922	0.00021601	0.688021	0.0172683	0.0196891	0.0272737	0.05132	0.0911818	0.0513586	0.0451486	0.729623	0.00409456	0.0266498	0.0666439	0.0947153	0.107881	0.00687647	0.0240445	0.673189	
108000	-5303.4	0.918687	0.0115405	0.0173636	0.045186	0.00229373	0.00416621	0.000762763	0.00292273	0.864883	0.00270122	0.0765066	0.00790982	0.0404188	0.0046579	0.0161533	0.0514855	0.780078	0.111629	0.0170756	0.00506238	0.018516	0.0151258	0.103183	0.00457285	0.835878	0.00862083	0.0055041	0.0271154	0.178681	0.062926	0.0148814	0.00171077	0.668673	0.0435754	0.029553	0.144579	0.0309233	0.0332805	0.0732193	0.017476	0.667793	0.0327293	0.0148107	0.133274	0.0816928	0.0548307	0.0385337	0.00509595	0.671762	
110000	-5281.51	0.894259	0.0276842	0.00752352	0.0378587	0.00678827	0.00416621	0.0217198	0.00881943	0.82338	0.0232541	0.100962	0.00814826	0.00965188	0.0257839	0.00447237	0.0410547	0.851024	0.0714702	0.0119482	0.0193314	0.000698908	0.0080508	0.0657164	0.0141104	0.869507	0.0176672	0.00823837	0.0167103	0.169597	0.0042308	0.00427184	0.0148342	0.675283	0.122083	0.00969992	0.106027	0.0357087	0.0507274	0.0544449	0.0343572	0.677332	0.041403	0.000550904	0.0600596	0.0822779	0.108262	0.0111018	0.0461928	0.691555	
112000	-5288.24	0.859469	0.0374075	0.0581939	0.0224058	0.00673401	0.0107737	0.00501591	0.00283496	0.869572	0.00582103	0.0837619	0.0108516	0.0185356	0.00862325	0.0027513	0.0881134	0.774737	0.0834	0.0208249	0.00439216	0.0257813	0.00814906	0.105664	0.0172529	0.845929	0.011592	0.00823837	0.00317543	0.218256	0.0559105	0.00829857	0.0255131	0.672545	0.0147624	0.00471391	0.0108346	0.0605833	0.104839	0.135924	0.0143141	0.673382	0.000122786	0.0182423	0.0869256	0.107585	0.0854341	0.00269912	0.0152291	0.683885	
114000	-5246.04	0.843532	0.0130423	0.00260123	0.0532217	0.00652602	0.0630686	0.0180082	0.0102035	0.824179	0.0444057	0.0811049	0.00425014	0.00597555	0.029881	0.041665	0.0409028	0.763532	0.121738	0.00975211	0.00800296	0.014407	0.0459217	0.0740569	0.014803	0.817755	0.029995	0.00415908	0.0133088	0.199012	1.62816e-005	0.0367665	0.00634668	0.671524	0.000892532	0.0854414	0.0460925	0.0375403	0.0866454	0.10277	0.0201989	0.703995	0.00275867	0.0348367	0.150084	0.0831207	0.0372781	0.00514697	0.0165457	0.672988	
116000	-5276.88	0.921698	0.0225817	0.0143295	0.0124613	0.0198327	0.00479542	0.00430167	0.0194274	0.829758	0.0180834	0.0835882	0.0309111	0.0163793	0.00185268	0.00115024	0.0405007	0.786208	0.102328	0.0302969	0.00752154	0.0319944	0.027132	0.0964199	0.0375043	0.790869	0.0397228	0.0041822	0.00417017	0.162315	0.0521166	0.0547998	8.79043e-005	0.692791	0.0124861	0.0254038	0.0923935	0.0324052	0.044344	0.0160865	0.124215	0.670558	0.0199971	0.000746347	0.205351	0.057356	0.00607418	0.0464661	0.0106205	0.673386	
118000	-5282.02	0.898588	0.0349538	0.0174561	0.0127669	0.0317879	0.00137769	0.00306992	0.0072592	0.848085	0.0244029	0.075153	0.0022646	0.00597416	0.0368613	0.0125603	0.0580143	0.829184	0.0614364	0.00483266	0.021631	0.012341	0.0244938	0.105553	0.0299593	0.816276	0.0134003	0.00740577	0.00291209	0.142852	0.068313	0.0573184	0.0160453	0.679025	0.0134693	0.0229768	0.146309	0.010803	0.0436336	0.0386926	0.0706675	0.672432	0.0174629	0.0077408	0.18549	0.092675	0.0112495	0.0231167	0.012585	0.667143	
120000	-5265.75	0.919993	0.00190175	0.0115541	0.0280354	0.01816	0.0172861	0.00306992	0.0185853	0.849437	0.00693252	0.0926564	0.0241701	0.00386395	0.00435484	0.0155721	0.0376785	0.803886	0.091047	6.21272e-006	0.0412585	0.0105516	0.0239938	0.0916075	0.0115161	0.834345	0.0207054	0.000181078	0.0176512	0.165266	0.0482533	0.0182606	0.0236172	0.700772	0.0188952	0.0249355	0.070196	0.0309996	0.046066	0.0893726	0.00951505	0.733197	0.0206539	0.034431	0.114466	0.111327	0.022806	0.0132267	0.030188	0.673555	
122000	-5295.93	0.876107	0.0167611	0.00798838	0.000892553	0.0402493	0.0426531	0.0153481	0.0189196	0.881593	0.00241625	0.0599865	0.0234462	0.000221564	0.0134169	0.00830346	0.0729121	0.800693	0.0682504	0.00823628	0.00246401	0.0391406	0.0347439	0.126012	0.0163543	0.801768	0.0060257	0.000181078	0.014915	0.165266	0.0746016	0.0250314	0.00345908	0.687143	0.00633963	0.038159	0.11556	0.0376078	0.028244	0.0383243	0.0194849	0.670171	0.0906074	0.0202032	0.111778	0.133556	0.0152387	0.0135183	0.0101267	0.695579	
124000	-5302.39	0.910018	0.0167611	0.025006	0.00813198	0.0145498	0.00169288	0.0238407	0.0821518	0.851383	0.00228313	0.0489821	0.0117856	0.00111306	0.002301	0.00440451	0.093919	0.792197	0.0386389	0.02368	0.0264641	0.0206964	0.0325623	0.136037	0.0209256	0.768206	0.0244699	0.000181078	0.0176185	0.130915	0.0531597	0.0524648	0.0171602	0.672895	0.0554285	0.0179765	0.0809267	0.0209756	0.0709856	0.125972	0.00167313	0.69293	0.00653674	0.00145427	0.127015	0.0609212	0.0612209	0.0381741	0.0209216	0.690293	
126000	-5277.83	0.862268	0.00658855	0.0655944	0.00610984	0.0274224	0.0123632	0.0196532	0.0168572	0.788953	0.00907193	0.135628	0.00146805	0.00426095	0.0437613	0.0139466	0.0690097	0.787374	0.105497	0.00206157	0.00607566	0.0160352	0.0605446	0.0967093	0.00542384	0.80368	0.0200268	0.00245757	0.0111577	0.09176	0.021353	0.0931022	0.0679449	0.677063	0.0167753	0.0320019	0.0933374	0.0447335	0.0677015	0.0764683	0.0248931	0.68115	0.0117159	0.0174389	0.044636	0.0999499	0.0522097	0.0339124	0.000559384	0.751294	
128000	-5213.72	0.91341	0.0112839	0.0399754	0.00725103	0.00833348	0.00833866	0.0114073	0.0130907	0.848331	0.00666826	0.0910316	0.000302988	0.00492585	0.0356499	0.00530685	0.0460733	0.783435	0.135415	0.0134622	0.00110603	0.0152016	0.0507362	0.0758399	0.0370161	0.828527	0.00585417	4.12257e-005	0.00198591	0.214326	0.0404582	0.0381815	0.0282368	0.669761	0.00210848	0.00692779	0.134434	0.0743448	0.0197076	0.0621296	0.0261433	0.680721	0.00252045	0.00862636	0.0838287	0.11902	0.0900836	0.00727093	0.0159658	0.675204	
130000	-5224.77	0.886754	0.0611184	0.00322413	0.011754	0.0185226	0.0067797	0.0118474	0.00648023	0.791945	0.0422686	0.12946	0.00533385	0.00961099	0.0149014	0.00170122	0.0555314	0.785193	0.100161	0.0262948	0.017821	0.0132974	0.018005	0.136643	0.00444068	0.835719	0.00276788	0.000438171	0.00198591	0.184407	0.0347974	0.0850195	0.012228	0.672504	0.0107981	0.000245875	0.0803794	0.0556711	0.0256686	0.114123	0.0148758	0.678797	0.030485	0.0157048	0.0971729	0.14306	0.0698553	0.00706843	0.000215627	0.666923	
132000	-5269.91	0.899092	0.0217425	0.00322413	0.049951	0.00244748	0.00343143	0.0201111	0.0288369	0.855295	0.00292008	0.0443211	0.039562	0.0139782	0.0150866	0.00397086	0.0902598	0.800158	0.0389004	0.00417608	0.0152755	0.0472597	0.0586131	0.14878	0.0023872	0.780478	0.00485977	0.00105448	0.00382723	0.165352	0.0500662	0.0344998	0.043188	0.675866	0.0211949	0.00983259	0.0270207	0.0764491	0.0351478	0.0604304	0.034496	0.702683	0.0637728	0.0155175	0.0874346	0.125361	0.0656504	0.0297369	0.00579214	0.670507	
134000	-5252.21	0.884167	0.0238431	0.0286506	0.00233913	0.00244748	0.0565316	0.00202143	0.015569	0.823983	0.0312411	0.0980818	0.0118395	0.0158075	0.00347775	0.0236923	0.0950634	0.803033	0.0454586	0.00542511	0.00625156	0.0210759	0.0192803	0.144231	0.01401	0.795927	0.0142605	0.00164098	0.0106502	0.175172	0.0426338	0.0149586	0.0625659	0.690697	0.00463113	0.00934163	0.0428559	0.0151264	0.105094	0.13505	0.00936884	0.687506	0.00499959	0.0377566	0.0569276	0.143805	0.0696292	0.00527332	0.011336	0.675272	
136000	-5205.07	0.919839	0.0238614	0.00246822	0.0165031	0.00989777	0.00481782	0.0226132	0.037024	0.837381	0.0192035	0.0879066	0.00472889	0.0129435	0.000812619	0.0246628	0.059409	0.8199	0.0368663	0.00528804	0.0152148	0.038659	0.0212876	0.162628	0.0136567	0.779774	0.0151678	0.00439266	0.00309297	0.184628	0.0375342	0.0100305	0.0774413	0.67062	0.00426882	0.0154764	0.019968	0.0444815	0.0620465	0.127662	0.0105117	0.713086	0.0222448	0.034077	0.0620246	0.194207	0.0235741	0.00320631	0.013854	0.669057	
138000	-5200.67	0.952078	0.0125744	0.00240407	0.0163591	0.00231153	0.00233913	0.0119337	0.00792492	0.793557	0.101498	0.0394506	0.0359461	0.0057093	0.0159138	0.0519089	0.0702226	0.756884	0.0770475	0.00125112	0.015822	0.0268643	0.0131844	0.11853	0.0148472	0.794458	0.0408751	0.00271304	0.0153931	0.163595	0.00433003	0.0453584	0.0679849	0.680369	0.029628	0.00873537	0.0271544	0.0242681	0.113396	0.0892321	0.0605281	0.682023	0.00339794	0.0401253	0.0299013	0.190782	0.0402662	0.00991783	0.00448701	0.68452	
140000	-5222.41	0.919449	0.0317231	0.0229573	0.00498624	0.0106439	0.00448343	0.00575682	0.00334122	0.802788	0.0413832	0.0854719	0.00767311	0.0506051	0.00873736	0.00418068	0.0700801	0.838656	0.060414	0.00896622	0.0143618	0.00334101	0.00715853	0.16928	0.0348641	0.762474	0.0175922	0.00109616	0.00753499	0.18051	0.0259405	0.0389549	0.0114662	0.666847	0.0474427	0.028839	0.0224022	0.0657143	0.05907	0.103734	0.0177882	0.718884	0.0124074	0.0105045	0.0324135	0.220222	0.0476717	0.00962488	0.00791059	0.671653	
142000	-5239.79	0.94128	0.00518201	0.0143459	0.00180579	0.0138071	0.0178229	0.00575682	0.00569447	0.775488	0.0210721	0.171948	0.00263661	0.00166381	0.0214975	0.00243914	0.0416063	0.889382	0.029587	0.00291246	0.00070358	0.0333697	0.00639339	0.159319	0.00321872	0.792855	0.0215921	0.00958415	0.00703731	0.184292	0.00304539	0.0445215	0.060204	0.668758	0.0230926	0.0160859	0.0396301	0.031832	0.122953	0.0121587	0.00159814	0.737732	0.0540963	0.00847997	0.033415	0.221625	0.00889286	0.0304954	0.00689874	0.690193	
144000	-5243.5	0.863963	0.020664	0.0792765	0.00180579	0.00856349	0.00906044	0.0166671	0.0528013	0.796096	0.00212526	0.106735	0.0325191	0.0062614	0.00346271	0.00319355	0.060104	0.847397	0.0535609	0.0255411	0.00426898	0.0059348	0.00155265	0.118033	0.0428717	0.803696	0.0161665	0.00774381	0.00993567	0.171959	0.0372876	0.0197109	0.0469792	0.676797	0.016066	0.0312004	0.138865	0.0143826	0.0600975	0.0469692	0.0152785	0.682933	0.0414741	0.000641062	0.0616978	0.227568	0.0144429	0.00335411	0.0249838	0.667312	
146000	-5208.58	0.884322	0.0272142	0.0199874	0.0110052	0.00238375	0.0500995	0.00498849	0.00155665	0.823677	0.0412819	0.0971975	0.00961348	0.00578232	0.0208915	0.0150112	0.040982	0.829987	0.0747071	0.0227604	0.0106177	0.0059348	0.00365029	0.12404	0.0131549	0.836859	0.0155567	0.000851369	0.00588819	0.191934	0.0481785	0.0241776	0.0397621	0.669158	0.00868338	0.0181061	0.0645855	0.0162211	0.176838	0.051224	0.0179622	0.669274	0.00389454	0.0227373	0.035338	0.149802	0.043168	0.062637	0.00634342	0.679975	
148000	-5234.32	0.908199	0.023026	0.0443639	0.00217504	0.0049546	0.0091023	0.00817884	0.00366219	0.812873	0.0220363	0.130994	0.00481959	0.00747752	0.0181374	0.0096985	0.0815637	0.829494	0.0403555	0.0239417	0.011061	0.00388608	0.0064026	0.0744886	0.0373859	0.838702	0.00227545	0.0175704	0.0231748	0.196114	0.0450222	0.0170386	0.0331595	0.671339	0.00752083	0.0298055	0.048325	0.0208681	0.0902846	0.0936563	0.0103582	0.710064	0.0264437	0.0072575	0.0254413	0.159138	0.0839229	0.0399413	0.00141042	0.682888	
150000	-5255.82	0.878647	0.045668	0.0185194	0.00186052	0.040185	0.0068855	0.00823457	0.0285935	0.812914	0.0475825	0.0870393	0.0104688	0.00456887	0.0088328	0.0272095	0.0314638	0.895346	0.00441573	0.0262906	0.00788741	0.00738659	0.0332352	0.10985	0.0250529	0.81984	0.00734959	0.00223049	0.00244181	0.177568	0.0343172	0.0310766	0.0423779	0.704166	0.000168083	0.0103258	0.122096	9.27652e-005	0.0943004	0.0585463	0.0389741	0.67211	0.0138805	0.0189169	0.0650898	0.124435	0.0878258	0.0292412	0.00609684	0.668395	
152000	-5264.11	0.863989	0.0381069	0.0121035	0.0164593	0.00229981	0.0572675	0.00977402	0.0107649	0.769325	0.00853497	0.119816	0.0324592	0.0512694	0.00782997	0.0129804	0.0982892	0.828504	0.00862242	0.0381826	0.00699858	0.00642283	0.0125291	0.101992	0.0449174	0.806073	0.0114359	0.00937536	0.0136779	0.198506	0.00731113	0.0202455	0.0770083	0.684345	0.00518908	0.00739487	0.0755277	0.00510706	0.0674748	0.0752423	0.0485772	0.690224	0.0378466	0.0111775	0.0545844	0.140074	0.0859866	0.0230608	0.00929624	0.675821	
154000	-5246.64	0.893368	0.0256956	0.0103258	0.0168531	0.0365805	0.00391309	0.0132644	0.00301343	0.79745	0.00878038	0.141841	0.0126432	0.01774	0.0185325	0.0496378	0.0333069	0.861812	0.022744	0.0289994	0.000902684	0.00259692	0.0140576	0.0846608	0.0140694	0.861921	0.0174518	0.00760619	0.000233432	0.203052	0.0550752	0.0116742	0.00369299	0.68728	0.025419	0.0138073	0.0755147	0.0564541	0.0616063	0.10181	0.0293654	0.674979	0.000270269	0.00271721	0.0211786	0.18726	0.096929	0.0161779	0.00855641	0.667181	
156000	-5209.78	0.938925	0.0166353	0.0028302	0.00947145	0.0153462	0.00430763	0.0124843	0.00493893	0.866641	0.0382564	0.0578883	0.00322198	0.00961757	0.0194361	0.000969457	0.052345	0.84796	0.0402094	0.0506205	0.000902684	0.00699342	0.0126837	0.140881	0.0271834	0.789625	0.00943584	0.0151281	0.00506225	0.171892	0.0239409	0.0233025	0.0138731	0.726087	0.0106939	0.0302108	0.136908	0.0657117	0.047485	0.0287684	0.0295202	0.690717	0.000889358	0.00053625	0.0111522	0.262986	0.0376509	0.00282618	0.000619194	0.68423	
158000	-5208.74	0.888485	0.0115627	0.0108124	0.00947145	0.0635867	0.00686212	0.00921966	0.00844212	0.764152	0.019643	0.188176	0.00726109	0.00624756	0.00607785	0.000969457	0.0520272	0.906208	0.00959523	0.0239486	0.00281809	0.00443317	0.00317832	0.112438	0.0642919	0.811476	0.00140489	0.00659985	0.000611529	0.165539	0.0238948	0.0656865	0.0391751	0.689658	0.00540846	0.010638	0.0613506	0.0575781	0.144805	0.0280817	0.0223492	0.66942	0.0164152	0.00536876	0.0891936	0.162407	0.0564981	0.00640066	0.0129142	0.667218	
160000	-5256.75	0.948239	0.00107024	0.000481841	0.0185407	0.0121681	0.0144277	0.00507199	0.000580459	0.78252	0.0100352	0.186001	0.0108416	0.00654101	0.00348131	0.00430244	0.0575976	0.829758	0.0248912	0.0740186	0.00729433	0.00213781	0.00982366	0.147501	0.0278399	0.75938	0.0536128	0.00120981	0.000632662	0.165671	0.00613189	0.00337202	0.0459111	0.674485	0.00649545	0.0979329	0.0508779	0.0131457	0.0767924	0.11476	0.0197628	0.692453	0.0322082	0.0401169	0.0856139	0.135913	0.0248238	0.0224461	0.00661909	0.684467	
162000	-5226.56	0.923219	0.00293061	1.48849e-005	0.0358927	0.00992902	0.0107133	0.0173	0.00156364	0.809132	0.000259113	0.0812413	0.00705894	0.00573625	0.0950085	0.00589476	0.044904	0.851539	0.017884	0.0738241	0.00172437	0.00422946	0.0111097	0.141714	0.0279628	0.811854	0.00629216	0.000256566	0.000810529	0.160403	0.0392695	0.011534	0.0797861	0.680142	0.0148756	0.0139898	0.0346953	0.0339969	0.0728402	0.0830392	0.0583542	0.685206	0.0318678	0.0339957	0.102315	0.152828	0.0166944	0.0199231	4.88187e-005	0.674195	
164000	-5227.42	0.95214	0.00673965	1.48849e-005	0.0232672	0.000674687	0.0126746	0.00448874	0.0118405	0.818097	0.0037379	0.149057	0.00253821	0.0116661	0.00306339	0.0111092	0.0647758	0.85562	0.0209797	0.0286432	0.0128899	0.00598245	0.000973362	0.16514	0.0171845	0.800171	0.0132308	0.00243687	0.000863425	0.161891	0.00452133	0.0837903	0.0152141	0.68373	0.0391667	0.0116859	0.130202	0.0119349	0.0823189	0.0481317	0.0360149	0.680924	0.0104734	0.0517728	0.0787598	0.103833	0.0642365	0.00049587	0.0219292	0.678972	
166000	-5234.29	0.934604	0.00505408	0.017188	0.00342953	0.00878194	0.0103195	0.0206225	0.0234816	0.831857	0.0181551	0.0732378	0.0214134	0.000444512	0.0314102	0.0113203	0.0783682	0.809943	0.0206346	0.0173094	0.0165628	0.0458621	0.0191276	0.117773	0.0422157	0.775467	0.0125837	0.00868255	0.0241503	0.162289	0.0134518	0.0486214	0.0575543	0.66868	0.0272911	0.0221124	0.0412309	0.064403	0.115212	0.00688689	0.054253	0.698187	0.0198268	0.0179616	0.131133	0.087519	0.0411643	0.0447671	0.00741715	0.670038	
168000	-5214.47	0.870571	0.0402418	0.0351082	0.01192	0.00431259	0.0179257	0.0199204	0.0141909	0.815383	0.00207892	0.142603	0.00338772	0.0117164	0.0106402	0.00664686	0.072271	0.8207	0.0576966	0.0299627	0.0107197	0.00200352	0.00244537	0.161871	0.0598674	0.753103	0.0132494	0.000596383	0.00886774	0.148989	0.00366878	0.0217816	0.0638327	0.682013	0.0407878	0.0389267	0.0392855	0.00979352	0.100422	0.0805349	0.0751644	0.674933	0.0198665	0.0502882	0.0735925	0.115377	0.060349	0.00697476	0.0234854	0.669933	
170000	-5260.19	0.87458	0.00429913	0.0217595	0.00325025	0.0102042	0.00910179	0.0768047	0.0143425	0.790779	0.00489599	0.120638	0.02624	0.0119171	0.0311877	0.00516282	0.0886929	0.805105	0.0511293	0.0365219	0.0114536	0.00193419	0.00860867	0.142786	0.074306	0.742492	0.0223697	0.007126	0.00231166	0.175003	0.0396179	0.00843036	0.00270654	0.676894	0.0837286	0.0136194	0.00521393	0.0450779	0.0849598	0.105574	0.0618983	0.690675	0.00660079	0.0817276	0.0722167	0.0938804	0.0757059	0.00396568	0.00429123	0.668213	
172000	-5191.16	0.945246	0.00429913	0.0146459	0.0130895	0.00492374	0.00616381	0.0116319	0.0104596	0.833802	0.0133696	0.113436	0.0142643	0.00939885	0.00526993	0.0161282	0.0855722	0.82578	0.0180057	0.0198741	0.0102674	0.0243723	0.0135457	0.112029	0.0393265	0.817958	0.00225767	0.00874262	0.00614033	0.16858	0.0175415	0.045669	0.0470575	0.668688	0.0215804	0.0308842	0.0681898	0.0825982	0.00114899	0.0249387	0.103902	0.674458	0.0447647	0.00710731	0.113803	0.111066	0.0844237	0.00189475	0.0104009	0.671304	
174000	-5221	0.905592	0.0202341	0.00101015	0.0420613	0.00782927	0.000698167	0.0225747	0.0167471	0.749221	0.00231928	0.199792	0.0118315	0.000126898	0.0199621	0.0261583	0.00634325	0.918485	0.0210763	0.000324514	0.0132924	0.0143206	0.00442003	0.148271	0.0603194	0.774718	0.00936064	0.000129923	0.00278151	0.16858	0.0494893	0.0359395	0.00841148	0.669533	0.0372103	0.0308372	0.073996	0.00902184	0.0381213	0.178495	0.00514318	0.689465	0.00575732	0.0165575	0.0734591	0.115968	0.045463	0.050409	0.0229437	0.675199	
176000	-5290.7	0.906345	0.023168	0.0121136	0.0384829	0.00602396	0.000698167	0.0131684	0.0111517	0.834007	0.000203582	0.123463	0.011217	0.0160781	0.00388041	0.0040726	0.102408	0.852713	0.0259825	0.000324514	0.0132924	0.00120672	0.00121074	0.105186	0.0426677	0.826556	0.0169008	0.00537191	0.0021065	0.149613	0.127957	0.00747823	0.0134555	0.676689	0.0223753	0.00243145	0.00102479	0.0317712	0.00501096	0.237449	0.0381755	0.68377	0.00279811	0.0028495	0.0842835	0.120203	0.0633877	0.0374759	0.0111287	0.680672	
178000	-5256.36	0.898555	0.0305864	0.0487795	0.0112015	0.00203907	0.000698167	0.00814068	0.0385866	0.771276	0.0283654	0.151363	0.00167698	0.00648541	0.00224636	0.0107913	0.0476551	0.875516	0.0198844	0.00253452	0.0303666	0.0132525	0.00121074	0.128862	0.0151163	0.843095	0.00753286	0.00207665	0.0021065	0.206893	0.0210403	0.0258629	0.0110137	0.678326	0.0206889	0.036175	0.0172268	0.00795934	0.119977	0.123553	0.0223845	0.683493	0.0254065	0.0197461	0.142787	0.104538	0.0467042	0.0109914	0.00289051	0.672343	
